time,RADIAL_DISTANCE_AU,HGI_LAT_deg,HGI_LONG_deg,BR_(RTN)_nT,BT_(RTN)_nT,BN_(RTN)_nT,B_nT,VR_(RTN)_km/sec,VT_(RTN)_km/sec,VN_(RTN)_km/sec,PROTON_SPEED_km/s,FLOW_LAT_(RTN)_deg,SW_LON_(RTN)_deg,PROTON_DENS_N/cm3,PROTON_TEMP_deg_K
1601377201,0.13,-2.3,142.2,-134.42,39.4,-11.47,140.55,337.9,-1.00E+31,5.5,-1.00E+31,-1.00E+31,-1.00E+31,347.1,260899
1601380801,0.14,-2.2,143.1,-101.11,39.29,-50.82,119.79,382.8,-1.00E+31,4.2,-1.00E+31,-1.00E+31,-1.00E+31,293.3,391966
1601384401,0.14,-2.2,144,-111.62,50.64,-37.82,128.27,375.3,-1.00E+31,5.2,-1.00E+31,-1.00E+31,-1.00E+31,287.2,367007
1601388001,0.14,-2.2,144.9,-125.21,34.52,7.31,130.09,356.8,-1.00E+31,6.5,-1.00E+31,-1.00E+31,-1.00E+31,293.9,251222
1601391601,0.14,-2.1,145.8,-128.7,9.23,-7.9,129.28,344.5,-1.00E+31,4.1,-1.00E+31,-1.00E+31,-1.00E+31,303.7,206320
1601395201,0.14,-2.1,146.7,-122.51,14.79,16.51,124.5,332.6,-1.00E+31,4.8,-1.00E+31,-1.00E+31,-1.00E+31,342.7,211410
1601398801,0.14,-2,147.6,-124.27,23.31,-3.42,126.48,327.8,-1.00E+31,4.2,-1.00E+31,-1.00E+31,-1.00E+31,349.4,188452
1601402401,0.14,-2,148.5,-120.28,0.7,-1.71,120.29,320.4,-1.00E+31,4,-1.00E+31,-1.00E+31,-1.00E+31,319.8,183660
1601406001,0.14,-1.9,149.4,-120.9,7.36,-12.6,121.77,317.8,-1.00E+31,4.1,-1.00E+31,-1.00E+31,-1.00E+31,333.6,167344
1601409601,0.15,-1.9,150.3,-120.63,28.06,-1.61,123.86,311.6,-1.00E+31,5.5,-1.00E+31,-1.00E+31,-1.00E+31,339.6,158995
1601413201,0.15,-1.8,151.2,-119.83,22.43,6.12,122.06,306.5,-1.00E+31,4.3,-1.00E+31,-1.00E+31,-1.00E+31,344.6,169884
1601416801,0.15,-1.8,152.1,-115.05,25.44,-7.89,118.09,291.1,-1.00E+31,2.4,-1.00E+31,-1.00E+31,-1.00E+31,352,211231
1601420401,0.15,-1.7,153,-110.26,16.66,15.38,112.57,296.1,-10.9,0.5,296.3,0.1,-2.1,365.1,195493
1601424001,0.15,-1.7,153.9,-105.89,19.09,15.77,108.75,299.1,-9.5,-0.1,299.2,0,-1.8,390.5,205610
1601427601,0.15,-1.7,154.5,-104.1,34.41,10.32,110.13,297.6,1.5,0.8,297.6,0.2,0.3,361.4,172959
1601431201,0.15,-1.6,155.1,-91.21,64.86,-5.06,112.04,317.6,34.2,2.9,319.4,0.5,6.1,305.2,194462
1601434801,0.16,-1.6,155.7,-99.17,45.74,0.27,109.21,304.9,18,1.6,305.4,0.3,3.4,316.8,189228
1601438401,0.16,-1.6,156.2,-99.64,26.84,-4.61,103.29,293.8,2.1,0,293.8,0,0.4,313.1,177894
1601442001,0.16,-1.5,156.8,-92.49,37.34,0.85,99.74,274.8,36.5,2.8,277.2,0.6,7.6,322.1,173145
1601445601,0.16,-1.5,157.4,-99.12,19.52,-13.41,101.91,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1601449201,0.16,-1.4,158,-90.06,28.83,-0.1,94.56,285.3,29.8,2.7,286.8,0.5,6,321.3,205760
1601452801,0.16,-1.4,158.6,-73.8,58.13,10.82,94.57,288.7,85.7,7.5,301.3,1.4,16.5,301.4,178559
1601456401,0.17,-1.4,159.2,-75.55,15.43,-15.78,78.71,283.2,42,5.1,286.3,1,8.4,417.1,179237
1601460001,0.17,-1.3,159.8,-73.97,-8.55,-17.24,76.43,283,8,2.4,283.1,0.5,1.6,467.8,163737
1601463601,0.17,-1.3,160.4,-37.4,69.12,46.22,91.17,310.8,63.5,6.9,317.3,1.2,11.5,728.6,205406
1601467201,0.17,-1.3,160.9,-10.67,69.72,-4.72,70.69,329.1,59.6,4.9,334.5,0.8,10.3,753.2,233524
1601470801,0.17,-1.2,161.5,51.84,-25.04,-39.18,69.64,404.8,-62,-10.2,409.7,-1.4,-8.7,1057.3,226306
1601474401,0.17,-1.2,162.1,58.97,-16.49,-32.32,69.24,410.2,-39.8,-8.3,412.3,-1.1,-5.5,790.5,262403
1601478001,0.18,-1.1,162.7,42.59,-30.36,-17.54,55.17,432.9,-38.1,-8.2,434.6,-1.1,-5,574.2,366990
1601481601,0.18,-1.1,163.3,-45.24,-20.63,19.55,53.43,469.7,-17.5,-5.1,470.1,-0.6,-2.1,304.1,442218
1601485201,0.18,-1.1,163.9,-84.4,-13.39,25.77,89.26,337.2,-7.8,1.3,337.3,0.2,-1.3,200,171245
1601488801,0.18,-1,164.5,-79.6,-16.42,18.79,83.42,339,-7.9,0.9,339.1,0.1,-1.3,180.9,193185
1601492401,0.18,-1,165.1,-79.81,-18.95,-9.54,82.58,338.3,-25.1,-1.8,339.2,-0.3,-4.2,192.3,180909
1601496001,0.18,-1,165.6,-80.68,-9.17,3.3,81.27,341.1,-4.7,0.5,341.1,0.1,-0.8,176.7,177428
1601499601,0.18,-0.9,166.2,-84.41,-1.4,0.25,84.42,331.2,4.8,1.2,331.2,0.2,0.8,175.6,145644
1601503201,0.19,-0.9,166.8,-85.72,-10.1,5.92,86.51,330.3,-7.5,0.9,330.4,0.2,-1.3,186.4,160402
1601506801,0.19,-0.8,167.4,-84.5,3.34,-3.39,84.64,336.2,18,2.4,336.7,0.4,3.1,175.6,173474
1601510401,0.19,-0.8,168,-89.25,-5,-6.18,89.61,306.1,4,0.6,306.1,0.1,0.8,194.1,117583
1601514001,0.19,-0.8,168.4,-81.06,3.94,-1.92,81.18,300.1,7.7,1,300.2,0.2,1.5,244.8,140417
1601517601,0.19,-0.7,168.8,-82.05,-3.27,6.58,82.38,299,-5.3,0.2,299.1,0,-1,230.7,155442
1601521201,0.19,-0.7,169.2,-76.13,-1.77,12.45,77.16,298.3,-4.3,0.6,298.3,0.1,-0.8,256.5,172610
1601524801,0.19,-0.7,169.6,-69.67,1.23,7.88,70.13,312.9,3.4,1.1,312.9,0.2,0.6,216.1,158268
1601528401,0.2,-0.7,170.1,-69.83,-5.72,10.39,70.83,317.3,-10.1,-0.2,317.4,0,-1.8,214,165311
1601532001,0.2,-0.6,170.5,-72.71,3.33,23.08,76.36,308.4,7.2,2,308.5,0.4,1.3,222.3,166500
1601535601,0.2,-0.6,170.9,-40.6,52.68,-9.21,67.14,360.9,69.5,6.8,367.6,1.1,10.9,147.2,231397
1601539201,0.2,-0.6,171.3,-71.48,19.66,-6.23,74.4,294,13.5,1.8,294.4,0.4,2.6,168.2,124022
1601542801,0.2,-0.5,171.7,-71.21,-2.48,-1.7,71.28,297.6,-20.8,-0.4,298.3,-0.1,-4,228.2,172197
1601546401,0.2,-0.5,172.1,-66.51,9.56,-5.12,67.39,300,1.6,1,300,0.2,0.3,201.9,152224
1601550001,0.2,-0.5,172.5,-66.44,15.64,-3.68,68.35,300.9,10.7,1.8,301.1,0.3,2,185.7,139726
1601553601,0.2,-0.5,172.9,-65.41,1.9,0.3,65.44,301.5,0.4,1.2,301.5,0.2,0.1,185.8,144645
1601557201,0.21,-0.4,173.4,-70.36,7.84,12.27,71.85,292.2,4.5,2.3,292.2,0.4,0.9,173.5,122837
1601560801,0.21,-0.4,173.8,-68.18,22.28,-7.53,72.12,295.5,26.7,3.1,296.7,0.6,5.2,158,109821
1601564401,0.21,-0.4,174.2,-58.23,18.84,2.83,61.27,330.7,29.7,4.6,332.1,0.8,5.1,126.3,164229
1601568001,0.21,-0.3,174.6,-53.8,27.6,-4.67,60.65,319.8,52.9,6.2,324.2,1.1,9.4,141.7,184380
1601571601,0.21,-0.3,175,-60.08,16.83,0.63,62.4,303.5,25.4,3.8,304.6,0.7,4.8,151.6,135094
1601575201,0.21,-0.3,175.4,-39.27,29.54,5.95,49.5,353.7,67.4,8.2,360.2,1.3,10.8,129.1,232286
1601578801,0.21,-0.2,175.8,-60.62,-16.4,-1.92,62.83,304.4,-26.9,-0.9,305.6,-0.2,-5.1,175.7,121292
1601582401,0.21,-0.2,176.2,-61.64,-19.82,-0.55,64.75,300.2,-31.5,-1.4,301.9,-0.3,-6,179.7,116999
1601586001,0.22,-0.2,176.7,-59.85,-5.18,-5.46,60.32,297.9,-5.3,0.8,298,0.2,-1,168.3,120916
1601589601,0.22,-0.2,177.1,-59.76,3,-6.87,60.23,294.5,2,1.1,294.5,0.2,0.4,161.1,119667
1601593201,0.22,-0.1,177.5,-60.33,0.62,2.73,60.39,298.6,-4.1,0.9,298.6,0.2,-0.8,158.8,114361
1601596801,0.22,-0.1,177.9,-58.67,-9.07,-4.53,59.53,296.8,-22.4,-1.2,297.6,-0.2,-4.3,164.2,113378
1601600401,0.22,-0.1,178.2,-53.48,7.43,9.68,54.85,309,10,2.8,309.2,0.5,1.8,139.9,121568
1601604001,0.22,-0.1,178.5,-52.83,6.82,21.92,57.6,314.2,13.3,4.7,314.5,0.9,2.4,132.4,142291
1601607601,0.22,0,178.8,-45.19,23.67,21.24,55.26,326.9,47.2,7.5,330.3,1.3,8.2,134.3,205907
1601611201,0.22,0,179.1,-46,9.28,21.15,51.47,316.2,21.4,5.7,316.9,1,3.9,136.4,168779
1601614801,0.23,0,179.4,-45.01,8.99,19.47,49.86,318.6,31.6,6.4,320.3,1.1,5.7,133.6,154039
1601618401,0.23,0,179.7,-49.05,-1.12,1.48,49.09,298.7,-3.2,1.4,298.7,0.3,-0.6,143.4,107376
1601622001,0.23,0,180.1,-50.23,9.52,3.9,51.27,298.4,13.5,3.3,298.8,0.6,2.6,143.4,102164
1601625601,0.23,0.1,180.4,-48.64,18.11,-0.29,51.9,300.6,26.7,4.3,301.8,0.8,5.1,137.4,102519
1601629201,0.23,0.1,180.7,-45.78,10.16,-3.6,47.03,287.6,18.5,3.2,288.2,0.6,3.7,153.6,123213
1601632801,0.23,0.1,181,-39.91,-4.28,-11.02,41.63,288.6,-18.1,-0.7,289.1,-0.1,-3.6,179.8,141124
1601636401,0.23,0.1,181.3,-39.93,10.16,-4.6,41.46,289.4,12.5,3,289.7,0.6,2.5,161.2,118558
1601640001,0.23,0.2,181.6,-42.97,17.39,7.09,46.9,282.1,15.7,3.2,282.5,0.6,3.2,181.4,113596
1601643601,0.24,0.2,181.9,-30.95,23.95,13.31,41.34,291.5,29.3,5.1,293,1,5.7,209.7,110843
1601647201,0.24,0.2,182.2,-34.22,21,10.44,41.49,286.9,30.5,5,288.6,1,6.1,195.7,124209
1601650801,0.24,0.2,182.5,-47.07,2.6,-2.88,47.23,264.9,-7.4,0.2,265,0,-1.6,199.4,124610
1601654401,0.24,0.2,182.8,-45.85,3.5,0.19,45.98,262.9,-0.6,1.1,262.9,0.2,-0.1,185.9,114671
1601658001,0.24,0.3,183.1,-43.72,2.95,-5.6,44.18,267.8,-0.5,0.6,267.8,0.1,-0.1,177.3,119252
1601661601,0.24,0.3,183.5,-43.53,1.77,-6.08,43.99,275.6,-2.5,0.6,275.6,0.1,-0.5,207.3,156299
1601665201,0.24,0.3,183.8,-39.8,2.69,-2.72,39.98,263.6,-5.6,-0.1,263.6,0,-1.2,229.7,108818
1601668801,0.24,0.3,184.1,-30.73,-3.23,-7.57,31.81,250.3,-4.4,-0.2,250.3,-0.1,-1,239.6,102171
1601672401,0.25,0.3,184.4,-31.45,-4.58,-6.49,32.44,254.1,-8.1,0,254.3,0,-1.8,278,150039
1601676001,0.25,0.4,184.7,-30.17,-13.12,-0.86,32.91,254.2,-19.1,-1.3,254.9,-0.3,-4.3,256,116853
1601679601,0.25,0.4,185,-12.13,-24.13,-8.13,28.2,272.1,-33.9,-3.1,274.2,-0.6,-7.1,270.3,97396
