Year   Month     Day    Hour  Minute  Second              HGI_X(km)             HGI_Y(km)             HGI_Z(km)
2020      09      28      17      05      00            -9533077.22996         14205916.55          -953353.827
2020      09      28      17      06      00            -9539936.20415          14204613.5         -953260.6665
2020      09      28      17      07      00            -9546794.27278          14203309.1         -953167.4154
2020      09      28      17      08      00            -9553651.43561         14202003.36         -953074.0739
2020      09      28      17      09      00            -9560507.69245         14200696.26         -952980.6421
2020      09      28      17      10      00            -9567363.04306         14199387.83         -952887.1199
2020      09      28      17      11      00            -9574217.48724         14198078.04         -952793.5074
2020      09      28      17      12      00            -9581071.02477         14196766.91         -952699.8047
2020      09      28      17      13      00            -9587923.65544         14195454.44         -952606.0118
2020      09      28      17      14      00            -9594775.37902         14194140.62         -952512.1288
2020      09      28      17      15      00            -9601626.19531         14192825.47         -952418.1558
2020      09      28      17      16      00            -9608476.10409         14191508.97         -952324.0927
2020      09      28      17      17      00            -9615325.10516         14190191.13         -952229.9396
2020      09      28      17      18      00            -9622173.19829         14188871.95         -952135.6967
2020      09      28      17      19      00            -9629020.38328         14187551.43         -952041.3638
2020      09      28      17      20      00            -9635866.65991         14186229.57         -951946.9412
2020      09      28      17      21      00            -9642712.02798         14184906.37         -951852.4288
2020      09      28      17      22      00            -9649556.48727         14183581.84         -951757.8267
2020      09      28      17      23      00            -9656400.03758         14182255.97         -951663.1349
2020      09      28      17      24      00             -9663242.6787         14180928.77         -951568.3535
2020      09      28      17      25      00            -9670084.41042         14179600.23         -951473.4826
2020      09      28      17      26      00            -9676925.23252         14178270.36         -951378.5222
2020      09      28      17      27      00            -9683765.14481         14176939.16         -951283.4723
2020      09      28      17      28      00            -9690604.14708         14175606.62         -951188.3331
2020      09      28      17      29      00            -9697442.23912         14174272.75         -951093.1045
2020      09      28      17      30      00            -9704279.42073         14172937.55         -950997.7866
2020      09      28      17      31      00            -9711115.69169         14171601.02         -950902.3794
2020      09      28      17      32      00            -9717951.05181         14170263.16         -950806.8831
2020      09      28      17      33      00            -9724785.50089         14168923.98         -950711.2976
2020      09      28      17      34      00            -9731619.03871         14167583.46         -950615.6231
2020      09      28      17      35      00            -9738451.66508         14166241.62         -950519.8595
2020      09      28      17      36      00             -9745283.3798         14164898.45         -950424.0069
2020      09      28      17      37      00            -9752114.18265         14163553.96         -950328.0654
2020      09      28      17      38      00            -9758944.07345         14162208.14          -950232.035
2020      09      28      17      39      00            -9765773.05198            14160861         -950135.9158
2020      09      28      17      40      00            -9772601.11806         14159512.53         -950039.7079
2020      09      28      17      41      00            -9779428.27148         14158162.75         -949943.4112
2020      09      28      17      42      00            -9786254.51204         14156811.64         -949847.0258
2020      09      28      17      43      00            -9793079.83954         14155459.21         -949750.5518
2020      09      28      17      44      00            -9799904.25379         14154105.46         -949653.9892
2020      09      28      17      45      00            -9806727.75458         14152750.39         -949557.3381
2020      09      28      17      46      00            -9813550.34173            14151394         -949460.5986
2020      09      28      17      47      00            -9820372.01503          14150036.3         -949363.7706
2020      09      28      17      48      00            -9827192.77429         14148677.28         -949266.8543
2020      09      28      17      49      00            -9834012.61931         14147316.94         -949169.8497
2020      09      28      17      50      00            -9840831.54988         14145955.28         -949072.7568
2020      09      28      17      51      00            -9847649.56585         14144592.31         -948975.5757
2020      09      28      17      52      00            -9854466.66699         14143228.03         -948878.3064
2020      09      28      17      53      00            -9861282.85312         14141862.43          -948780.949
2020      09      28      17      54      00            -9868098.12405         14140495.53         -948683.5036
2020      09      28      17      55      00            -9874912.47958         14139127.31         -948585.9702
2020      09      28      17      56      00            -9881725.91952         14137757.77         -948488.3488
2020      09      28      17      57      00            -9888538.44368         14136386.93         -948390.6395
2020      09      28      17      58      00            -9895350.05187         14135014.78         -948292.8424
2020      09      28      17      59      00            -9902160.74389         14133641.32         -948194.9575
2020      09      28      18      00      00            -9908970.51957         14132266.56         -948096.9848
2020      09      28      18      01      00            -9915779.37871         14130890.48         -947998.9244
2020      09      28      18      02      00            -9922587.32112          14129513.1         -947900.7764
2020      09      28      18      03      00            -9929394.34662         14128134.41         -947802.5408
2020      09      28      18      04      00            -9936200.45501         14126754.42         -947704.2176
2020      09      28      18      05      00            -9943005.64612         14125373.13          -947605.807
2020      09      28      18      06      00            -9949809.91975         14123990.53         -947507.3089
2020      09      28      18      07      00            -9956613.27572         14122606.62         -947408.7235
2020      09      28      18      08      00            -9963415.71384         14121221.42         -947310.0507
2020      09      28      18      09      00            -9970217.23393         14119834.92         -947211.2906
2020      09      28      18      10      00             -9977017.8358         14118447.11         -947112.4433
2020      09      28      18      11      00            -9983817.51927         14117058.01         -947013.5088
2020      09      28      18      12      00            -9990616.28417          14115667.6         -946914.4871
2020      09      28      18      13      00            -9997414.13029          14114275.9         -946815.3784
2020      09      28      18      14      00            -10004211.0575          14112882.9         -946716.1827
2020      09      28      18      15      00            -10011007.0655          14111488.6            -946616.9
2020      09      28      18      16      00            -10017802.1543         14110093.01         -946517.5303
2020      09      28      18      17      00            -10024596.3235         14108696.13         -946418.0738
2020      09      28      18      18      00            -10031389.5731         14107297.94         -946318.5304
2020      09      28      18      19      00            -10038181.9028         14105898.47         -946218.9003
2020      09      28      18      20      00            -10044973.3125          14104497.7         -946119.1834
2020      09      28      18      21      00             -10051763.802         14103095.64         -946019.3799
2020      09      28      18      22      00            -10058553.3711         14101692.29         -945919.4898
2020      09      28      18      23      00            -10065342.0197         14100287.65          -945819.513
2020      09      28      18      24      00            -10072129.7475         14098881.72         -945719.4498
2020      09      28      18      25      00            -10078916.5543          14097474.5         -945619.3001
2020      09      28      18      26      00            -10085702.4401         14096065.99          -945519.064
2020      09      28      18      27      00            -10092487.4047         14094656.19         -945418.7415
2020      09      28      18      28      00            -10099271.4478         14093245.11         -945318.3327
2020      09      28      18      29      00            -10106054.5692         14091832.74         -945217.8376
2020      09      28      18      30      00            -10112836.7689         14090419.09         -945117.2563
2020      09      28      18      31      00            -10119618.0466         14089004.15         -945016.5888
2020      09      28      18      32      00            -10126398.4022         14087587.92         -944915.8353
2020      09      28      18      33      00            -10133177.8355         14086170.42         -944814.9956
2020      09      28      18      34      00            -10139956.3462         14084751.63           -944714.07
2020      09      28      18      35      00            -10146733.9344         14083331.56         -944613.0584
2020      09      28      18      36      00            -10153510.5997         14081910.21         -944511.9609
2020      09      28      18      37      00             -10160286.342         14080487.57         -944410.7775
2020      09      28      18      38      00            -10167061.1611         14079063.66         -944309.5083
2020      09      28      18      39      00             -10173835.057         14077638.48         -944208.1534
2020      09      28      18      40      00            -10180608.0293         14076212.01         -944106.7127
2020      09      28      18      41      00            -10187380.0779         14074784.26         -944005.1864
2020      09      28      18      42      00            -10194151.2027         14073355.24         -943903.5745
2020      09      28      18      43      00            -10200921.4035         14071924.95          -943801.877
2020      09      28      18      44      00            -10207690.6802         14070493.38         -943700.0941
2020      09      28      18      45      00            -10214459.0324         14069060.53         -943598.2256
2020      09      28      18      46      00            -10221226.4602         14067626.41         -943496.2718
2020      09      28      18      47      00            -10227992.9634         14066191.02         -943394.2326
2020      09      28      18      48      00            -10234758.5417         14064754.36         -943292.1081
2020      09      28      18      49      00            -10241523.1949         14063316.42         -943189.8984
2020      09      28      18      50      00            -10248286.9231         14061877.22         -943087.6034
2020      09      28      18      51      00            -10255049.7259         14060436.75         -942985.2233
2020      09      28      18      52      00            -10261811.6032            14058995         -942882.7581
2020      09      28      18      53      00            -10268572.5549         14057551.99         -942780.2079
2020      09      28      18      54      00            -10275332.5807         14056107.71         -942677.5726
2020      09      28      18      55      00            -10282091.6806         14054662.17         -942574.8524
2020      09      28      18      56      00            -10288849.8544         14053215.36         -942472.0473
2020      09      28      18      57      00            -10295607.1018         14051767.28         -942369.1573
2020      09      28      18      58      00            -10302363.4228         14050317.94         -942266.1826
2020      09      28      18      59      00            -10309118.8172         14048867.33         -942163.1231
2020      09      28      19      00      00            -10315873.2848         14047415.47         -942059.9789
2020      09      28      19      01      00            -10322626.8255         14045962.34           -941956.75
2020      09      28      19      02      00            -10329379.4391         14044507.94         -941853.4366
2020      09      28      19      03      00            -10336131.1255         14043052.29         -941750.0386
2020      09      28      19      04      00            -10342881.8844         14041595.38         -941646.5561
2020      09      28      19      05      00            -10349631.7158         14040137.21         -941542.9891
2020      09      28      19      06      00            -10356380.6195         14038677.78         -941439.3378
2020      09      28      19      07      00            -10363128.5953         14037217.09         -941335.6021
2020      09      28      19      08      00            -10369875.6431         14035755.15         -941231.7821
2020      09      28      19      09      00            -10376621.7627         14034291.94         -941127.8779
2020      09      28      19      10      00             -10383366.954         14032827.49         -941023.8895
2020      09      28      19      11      00            -10390111.2168         14031361.78         -940919.8169
2020      09      28      19      12      00            -10396854.5509         14029894.81         -940815.6602
2020      09      28      19      13      00            -10403596.9563         14028426.59         -940711.4195
2020      09      28      19      14      00            -10410338.4327         14026957.12         -940607.0948
2020      09      28      19      15      00              -10417078.98          14025486.4         -940502.6861
2020      09      28      19      16      00            -10423818.5981         14024014.42         -940398.1936
2020      09      28      19      17      00            -10430557.2868          14022541.2         -940293.6172
2020      09      28      19      18      00            -10437295.0459         14021066.72         -940188.9569
2020      09      28      19      19      00            -10444031.8754            14019591          -940084.213
2020      09      28      19      20      00             -10450767.775         14018114.03         -939979.3854
2020      09      28      19      21      00            -10457502.7446         14016635.81         -939874.4741
2020      09      28      19      22      00            -10464236.7841         14015156.34         -939769.4792
2020      09      28      19      23      00            -10470969.8932         14013675.63         -939664.4007
2020      09      28      19      24      00             -10477702.072         14012193.67         -939559.2388
2020      09      28      19      25      00            -10484433.3202         14010710.47         -939453.9934
2020      09      28      19      26      00            -10491163.6376         14009226.03         -939348.6646
2020      09      28      19      27      00            -10497893.0242         14007740.34         -939243.2525
2020      09      28      19      28      00            -10504621.4797         14006253.41         -939137.7571
2020      09      28      19      29      00            -10511349.0041         14004765.24         -939032.1784
2020      09      28      19      30      00            -10518075.5972         14003275.82         -938926.5165
2020      09      28      19      31      00            -10524801.2588         14001785.17         -938820.7715
2020      09      28      19      32      00            -10531525.9889         14000293.28         -938714.9434
2020      09      28      19      33      00            -10538249.7872         13998800.15         -938609.0322
2020      09      28      19      34      00            -10544972.6536         13997305.78         -938503.0381
2020      09      28      19      35      00             -10551694.588         13995810.17          -938396.961
2020      09      28      19      36      00            -10558415.5902         13994313.33         -938290.8009
2020      09      28      19      37      00            -10565135.6602         13992815.25         -938184.5581
2020      09      28      19      38      00            -10571854.7977         13991315.94         -938078.2324
2020      09      28      19      39      00            -10578573.0026         13989815.39          -937971.824
2020      09      28      19      40      00            -10585290.2748         13988313.61         -937865.3329
2020      09      28      19      41      00            -10592006.6141          13986810.6         -937758.7591
2020      09      28      19      42      00            -10598722.0204         13985306.35         -937652.1027
2020      09      28      19      43      00            -10605436.4936         13983800.87         -937545.3638
2020      09      28      19      44      00            -10612150.0335         13982294.17         -937438.5423
2020      09      28      19      45      00              -10618862.64         13980786.23         -937331.6385
2020      09      28      19      46      00             -10625574.313         13979277.06         -937224.6522
2020      09      28      19      47      00            -10632285.0523         13977766.67         -937117.5835
2020      09      28      19      48      00            -10638994.8577         13976255.05         -937010.4326
2020      09      28      19      49      00            -10645703.7292          13974742.2         -936903.1993
2020      09      28      19      50      00            -10652411.6666         13973228.12         -936795.8839
2020      09      28      19      51      00            -10659118.6698         13971712.82         -936688.4864
2020      09      28      19      52      00            -10665824.7387         13970196.29         -936581.0067
2020      09      28      19      53      00             -10672529.873         13968678.54         -936473.4449
2020      09      28      19      54      00            -10679234.0727         13967159.57         -936365.8012
2020      09      28      19      55      00            -10685937.3377         13965639.38         -936258.0755
2020      09      28      19      56      00            -10692639.6678         13964117.96         -936150.2678
2020      09      28      19      57      00            -10699341.0628         13962595.32         -936042.3784
2020      09      28      19      58      00            -10706041.5227         13961071.46         -935934.4071
2020      09      28      19      59      00            -10712741.0473         13959546.38          -935826.354
2020      09      28      20      00      00            -10719439.6366         13958020.08         -935718.2192
2020      09      28      20      01      00            -10726137.2902         13956492.57         -935610.0028
2020      09      28      20      02      00            -10732834.0082         13954963.84         -935501.7047
2020      09      28      20      03      00            -10739529.7904         13953433.89         -935393.3251
2020      09      28      20      04      00            -10746224.6367         13951902.72          -935284.864
2020      09      28      20      05      00             -10752918.547         13950370.34         -935176.3214
2020      09      28      20      06      00             -10759611.521         13948836.74         -935067.6973
2020      09      28      20      07      00            -10766303.5588         13947301.93         -934958.9919
2020      09      28      20      08      00            -10772994.6601         13945765.91         -934850.2052
2020      09      28      20      09      00            -10779684.8248         13944228.68         -934741.3372
2020      09      28      20      10      00            -10786374.0529         13942690.23          -934632.388
2020      09      28      20      11      00            -10793062.3441         13941150.57         -934523.3576
2020      09      28      20      12      00            -10799749.6985          13939609.7         -934414.2461
2020      09      28      20      13      00            -10806436.1157         13938067.63         -934305.0535
2020      09      28      20      14      00            -10813121.5958         13936524.34         -934195.7799
2020      09      28      20      15      00            -10819806.1386         13934979.85         -934086.4253
2020      09      28      20      16      00            -10826489.7439         13933434.14         -933976.9898
2020      09      28      20      17      00            -10833172.4117         13931887.24         -933867.4734
2020      09      28      20      18      00            -10839854.1419         13930339.12         -933757.8761
2020      09      28      20      19      00            -10846534.9342          13928789.8         -933648.1981
2020      09      28      20      20      00            -10853214.7886         13927239.28         -933538.4394
2020      09      28      20      21      00             -10859893.705         13925687.55         -933428.5999
2020      09      28      20      22      00            -10866571.6832         13924134.62         -933318.6799
2020      09      28      20      23      00            -10873248.7232         13922580.49         -933208.6792
2020      09      28      20      24      00            -10879924.8248         13921025.15          -933098.598
2020      09      28      20      25      00            -10886599.9878         13919468.62         -932988.4363
2020      09      28      20      26      00            -10893274.2122         13917910.88         -932878.1942
2020      09      28      20      27      00            -10899947.4979         13916351.95         -932767.8717
2020      09      28      20      28      00            -10906619.8447         13914791.82         -932657.4688
2020      09      28      20      29      00            -10913291.2526         13913230.49         -932546.9856
2020      09      28      20      30      00            -10919961.7213         13911667.96         -932436.4222
2020      09      28      20      31      00            -10926631.2509         13910104.23         -932325.7786
2020      09      28      20      32      00            -10933299.8411         13908539.31         -932215.0549
2020      09      28      20      33      00            -10939967.4918          13906973.2          -932104.251
2020      09      28      20      34      00             -10946634.203         13905405.89         -931993.3671
2020      09      28      20      35      00            -10953299.9745         13903837.38         -931882.4032
2020      09      28      20      36      00            -10959964.8063         13902267.68         -931771.3593
2020      09      28      20      37      00            -10966628.6981          13900696.8         -931660.2356
2020      09      28      20      38      00              -10973291.65         13899124.72         -931549.0319
2020      09      28      20      39      00            -10979953.6617         13897551.44         -931437.7485
2020      09      28      20      40      00            -10986614.7331         13895976.98         -931326.3853
2020      09      28      20      41      00            -10993274.8643         13894401.33         -931214.9424
2020      09      28      20      42      00            -10999934.0549         13892824.49         -931103.4198
2020      09      28      20      43      00             -11006592.305         13891246.47         -930991.8176
2020      09      28      20      44      00            -11013249.6145         13889667.25         -930880.1359
2020      09      28      20      45      00            -11019905.9831         13888086.85         -930768.3746
2020      09      28      20      46      00            -11026561.4108         13886505.26         -930656.5338
2020      09      28      20      47      00            -11033215.8976         13884922.49         -930544.6137
2020      09      28      20      48      00            -11039869.4432         13883338.53         -930432.6141
2020      09      28      20      49      00            -11046522.0476         13881753.39         -930320.5352
2020      09      28      20      50      00            -11053173.7106         13880167.07         -930208.3771
2020      09      28      20      51      00            -11059824.4323         13878579.57         -930096.1397
2020      09      28      20      52      00            -11066474.2124         13876990.88         -929983.8232
2020      09      28      20      53      00            -11073123.0508         13875401.01         -929871.4275
2020      09      28      20      54      00            -11079770.9475         13873809.97         -929758.9527
2020      09      28      20      55      00            -11086417.9023         13872217.74         -929646.3989
2020      09      28      20      56      00            -11093063.9152         13870624.33         -929533.7661
2020      09      28      20      57      00            -11099708.9859         13869029.75         -929421.0543
2020      09      28      20      58      00            -11106353.1146         13867433.99         -929308.2637
2020      09      28      20      59      00            -11112996.3009         13865837.05         -929195.3942
2020      09      28      21      00      00            -11119638.5449         13864238.94          -929082.446
2020      09      28      21      01      00            -11126279.8463         13862639.65          -928969.419
2020      09      28      21      02      00            -11132920.2052         13861039.19         -928856.3132
2020      09      28      21      03      00            -11139559.6214         13859437.55         -928743.1289
2020      09      28      21      04      00            -11146198.0948         13857834.74         -928629.8659
2020      09      28      21      05      00            -11152835.6254         13856230.76         -928516.5244
2020      09      28      21      06      00            -11159472.2129         13854625.61         -928403.1043
2020      09      28      21      07      00            -11166107.8573         13853019.28         -928289.6058
2020      09      28      21      08      00            -11172742.5586         13851411.79         -928176.0289
2020      09      28      21      09      00            -11179376.3166         13849803.13         -928062.3737
2020      09      28      21      10      00            -11186009.1311         13848193.29         -927948.6401
2020      09      28      21      11      00            -11192641.0022         13846582.29         -927834.8282
2020      09      28      21      12      00            -11199271.9297         13844970.13         -927720.9381
2020      09      28      21      13      00            -11205901.9136         13843356.79         -927606.9699
2020      09      28      21      14      00            -11212530.9536         13841742.29         -927492.9235
2020      09      28      21      15      00            -11219159.0498         13840126.63         -927378.7991
2020      09      28      21      16      00             -11225786.202          13838509.8         -927264.5966
2020      09      28      21      17      00            -11232412.4101          13836891.8         -927150.3161
2020      09      28      21      18      00            -11239037.6741         13835272.65         -927035.9578
2020      09      28      21      19      00            -11245661.9938         13833652.33         -926921.5215
2020      09      28      21      20      00            -11252285.3692         13832030.85         -926807.0074
2020      09      28      21      21      00            -11258907.8001          13830408.2         -926692.4155
2020      09      28      21      22      00            -11265529.2865          13828784.4         -926577.7458
2020      09      28      21      23      00            -11272149.8282         13827159.44         -926462.9985
2020      09      28      21      24      00            -11278769.4253         13825533.32         -926348.1735
2020      09      28      21      25      00            -11285388.0775         13823906.04         -926233.2709
2020      09      28      21      26      00            -11292005.7847          13822277.6         -926118.2907
2020      09      28      21      27      00             -11298622.547         13820648.01         -926003.2331
2020      09      28      21      28      00            -11305238.3642         13819017.26          -925888.098
2020      09      28      21      29      00            -11311853.2362         13817385.36         -925772.8855
2020      09      28      21      30      00             -11318467.163          13815752.3         -925657.5956
2020      09      28      21      31      00            -11325080.1444         13814118.09         -925542.2284
2020      09      28      21      32      00            -11331692.1803         13812482.72         -925426.7839
2020      09      28      21      33      00            -11338303.2707          13810846.2         -925311.2623
2020      09      28      21      34      00            -11344913.4154         13809208.53         -925195.6634
2020      09      28      21      35      00            -11351522.6144         13807569.71         -925079.9874
2020      09      28      21      36      00            -11358130.8677         13805929.74         -924964.2344
2020      09      28      21      37      00             -11364738.175         13804288.62         -924848.4043
2020      09      28      21      38      00            -11371344.5363         13802646.35         -924732.4972
2020      09      28      21      39      00            -11377949.9516         13801002.93         -924616.5132
2020      09      28      21      40      00            -11384554.4207         13799358.36         -924500.4523
2020      09      28      21      41      00            -11391157.9436         13797712.65         -924384.3146
2020      09      28      21      42      00            -11397760.5201         13796065.79         -924268.1001
2020      09      28      21      43      00            -11404362.1503         13794417.78         -924151.8088
2020      09      28      21      44      00            -11410962.8339         13792768.63         -924035.4408
2020      09      28      21      45      00             -11417562.571         13791118.33         -923918.9962
2020      09      28      21      46      00            -11424161.3614          13789466.9          -923802.475
2020      09      28      21      47      00            -11430759.2051         13787814.32         -923685.8772
2020      09      28      21      48      00            -11437356.1019         13786160.59         -923569.2029
2020      09      28      21      49      00            -11443952.0518         13784505.73         -923452.4522
2020      09      28      21      50      00            -11450547.0547         13782849.72          -923335.625
2020      09      28      21      51      00            -11457141.1106         13781192.58         -923218.7214
2020      09      28      21      52      00            -11463734.2193         13779534.29         -923101.7416
2020      09      28      21      53      00            -11470326.3807         13777874.87         -922984.6854
2020      09      28      21      54      00            -11476917.5949         13776214.31         -922867.5531
2020      09      28      21      55      00            -11483507.8616         13774552.61         -922750.3445
2020      09      28      21      56      00            -11490097.1809         13772889.78         -922633.0598
2020      09      28      21      57      00            -11496685.5526         13771225.81          -922515.699
2020      09      28      21      58      00            -11503272.9766          13769560.7         -922398.2622
2020      09      28      21      59      00             -11509859.453         13767894.46         -922280.7494
2020      09      28      22      00      00            -11516444.9815         13766227.09         -922163.1607
2020      09      28      22      01      00            -11523029.5622         13764558.58          -922045.496
2020      09      28      22      02      00             -11529613.195         13762888.94         -921927.7555
2020      09      28      22      03      00            -11536195.8797         13761218.17         -921809.9392
2020      09      28      22      04      00            -11542777.6163         13759546.27         -921692.0471
2020      09      28      22      05      00            -11549358.4048         13757873.24         -921574.0794
2020      09      28      22      06      00            -11555938.2449         13756199.08         -921456.0359
2020      09      28      22      07      00            -11562517.1368         13754523.79         -921337.9168
2020      09      28      22      08      00            -11569095.0803         13752847.37         -921219.7222
2020      09      28      22      09      00            -11575672.0752         13751169.82         -921101.4521
2020      09      28      22      10      00            -11582248.1217         13749491.15         -920983.1064
2020      09      28      22      11      00            -11588823.2195         13747811.35         -920864.6853
2020      09      28      22      12      00            -11595397.3686         13746130.43         -920746.1889
2020      09      28      22      13      00            -11601970.5689         13744448.38         -920627.6171
2020      09      28      22      14      00            -11608542.8204         13742765.21           -920508.97
2020      09      28      22      15      00             -11615114.123         13741080.91         -920390.2477
2020      09      28      22      16      00            -11621684.4766         13739395.49         -920271.4501
2020      09      28      22      17      00            -11628253.8811         13737708.95         -920152.5775
2020      09      28      22      18      00            -11634822.3365         13736021.29         -920033.6297
2020      09      28      22      19      00            -11641389.8428          13734332.5         -919914.6068
2020      09      28      22      20      00            -11647956.3997          13732642.6          -919795.509
2020      09      28      22      21      00            -11654522.0073         13730951.58         -919676.3362
2020      09      28      22      22      00            -11661086.6655         13729259.44         -919557.0884
2020      09      28      22      23      00            -11667650.3742         13727566.18         -919437.7658
2020      09      28      22      24      00            -11674213.1334          13725871.8         -919318.3684
2020      09      28      22      25      00            -11680774.9429         13724176.31         -919198.8961
2020      09      28      22      26      00            -11687335.8028          13722479.7         -919079.3492
2020      09      28      22      27      00            -11693895.7129         13720781.98         -918959.7275
2020      09      28      22      28      00            -11700454.6733         13719083.14         -918840.0313
2020      09      28      22      29      00            -11707012.6837         13717383.19         -918720.2604
2020      09      28      22      30      00            -11713569.7442         13715682.12         -918600.4149
2020      09      28      22      31      00            -11720125.8546         13713979.95          -918480.495
2020      09      28      22      32      00             -11726681.015         13712276.66         -918360.5006
2020      09      28      22      33      00            -11733235.2253         13710572.26         -918240.4318
2020      09      28      22      34      00            -11739788.4853         13708866.75         -918120.2887
2020      09      28      22      35      00            -11746340.7951         13707160.13         -918000.0712
2020      09      28      22      36      00            -11752892.1545          13705452.4         -917879.7795
2020      09      28      22      37      00            -11759442.5635         13703743.56         -917759.4135
2020      09      28      22      38      00            -11765992.0221         13702033.62         -917638.9734
2020      09      28      22      39      00            -11772540.5301         13700322.56         -917518.4591
2020      09      28      22      40      00            -11779088.0875         13698610.41         -917397.8707
2020      09      28      22      41      00            -11785634.6943         13696897.14         -917277.2083
2020      09      28      22      42      00            -11792180.3504         13695182.77         -917156.4719
2020      09      28      22      43      00            -11798725.0557          13693467.3         -917035.6616
2020      09      28      22      44      00            -11805268.8102         13691750.73         -916914.7773
2020      09      28      22      45      00            -11811811.6138         13690033.05         -916793.8192
2020      09      28      22      46      00            -11818353.4664         13688314.27         -916672.7873
2020      09      28      22      47      00             -11824894.368         13686594.38         -916551.6816
2020      09      28      22      48      00            -11831434.3186          13684873.4         -916430.5022
2020      09      28      22      49      00             -11837973.318         13683151.32         -916309.2491
2020      09      28      22      50      00            -11844511.3662         13681428.13         -916187.9224
2020      09      28      22      51      00            -11851048.4631         13679703.85         -916066.5222
2020      09      28      22      52      00            -11857584.6088         13677978.47         -915945.0483
2020      09      28      22      53      00            -11864119.8031         13676251.99          -915823.501
2020      09      28      22      54      00             -11870654.046         13674524.42         -915701.8803
2020      09      28      22      55      00            -11877187.3374         13672795.75         -915580.1862
2020      09      28      22      56      00            -11883719.6772         13671065.98         -915458.4187
2020      09      28      22      57      00            -11890251.0655         13669335.12         -915336.5779
2020      09      28      22      58      00            -11896781.5021         13667603.17         -915214.6638
2020      09      28      22      59      00            -11903310.9871         13665870.12         -915092.6766
2020      09      28      23      00      00            -11909839.5202         13664135.98         -914970.6161
2020      09      28      23      01      00            -11916367.1016         13662400.75         -914848.4826
2020      09      28      23      02      00            -11922893.7311         13660664.43         -914726.2759
2020      09      28      23      03      00            -11929419.4087         13658927.01         -914603.9962
2020      09      28      23      04      00            -11935944.1343         13657188.51         -914481.6436
2020      09      28      23      05      00            -11942467.9079         13655448.91          -914359.218
2020      09      28      23      06      00            -11948990.7294         13653708.23         -914236.7195
2020      09      28      23      07      00            -11955512.5988         13651966.46         -914114.1482
2020      09      28      23      08      00             -11962033.516          13650223.6          -913991.504
2020      09      28      23      09      00             -11968553.481         13648479.66         -913868.7871
2020      09      28      23      10      00            -11975072.4937         13646734.63         -913745.9975
2020      09      28      23      11      00            -11981590.5541         13644988.51         -913623.1352
2020      09      28      23      12      00             -11988107.662         13643241.31         -913500.2003
2020      09      28      23      13      00            -11994623.8176         13641493.03         -913377.1929
2020      09      28      23      14      00            -12001139.0207         13639743.66         -913254.1129
2020      09      28      23      15      00            -12007653.2712         13637993.21         -913130.9604
2020      09      28      23      16      00            -12014166.5692         13636241.68         -913007.7354
2020      09      28      23      17      00            -12020678.9145         13634489.07         -912884.4381
2020      09      28      23      18      00            -12027190.3071         13632735.38         -912761.0684
2020      09      28      23      19      00            -12033700.7471          13630980.6         -912637.6265
2020      09      28      23      20      00            -12040210.2342         13629224.75         -912514.1122
2020      09      28      23      21      00            -12046718.7686         13627467.82         -912390.5258
2020      09      28      23      22      00              -12053226.35         13625709.81         -912266.8672
2020      09      28      23      23      00            -12059732.9786         13623950.72         -912143.1364
2020      09      28      23      24      00            -12066238.6542         13622190.56         -912019.3336
2020      09      28      23      25      00            -12072743.3768         13620429.32         -911895.4588
2020      09      28      23      26      00            -12079247.1463         13618667.01         -911771.5119
2020      09      28      23      27      00            -12085749.9628         13616903.62         -911647.4931
2020      09      28      23      28      00            -12092251.8261         13615139.16         -911523.4025
2020      09      28      23      29      00            -12098752.7363         13613373.62         -911399.2399
2020      09      28      23      30      00            -12105252.6932         13611607.01         -911275.0056
2020      09      28      23      31      00            -12111751.6968         13609839.33         -911150.6995
2020      09      28      23      32      00            -12118249.7471         13608070.58         -911026.3217
2020      09      28      23      33      00            -12124746.8441         13606300.76         -910901.8722
2020      09      28      23      34      00            -12131242.9877         13604529.87         -910777.3511
2020      09      28      23      35      00            -12137738.1779         13602757.91         -910652.7584
2020      09      28      23      36      00            -12144232.4145         13600984.88         -910528.0942
2020      09      28      23      37      00            -12150725.6977         13599210.78         -910403.3585
2020      09      28      23      38      00            -12157218.0273         13597435.61         -910278.5513
2020      09      28      23      39      00            -12163709.4032         13595659.38         -910153.6728
2020      09      28      23      40      00            -12170199.8256         13593882.09         -910028.7228
2020      09      28      23      41      00            -12176689.2942         13592103.72         -909903.7016
2020      09      28      23      42      00            -12183177.8092          13590324.3         -909778.6091
2020      09      28      23      43      00            -12189665.3703         13588543.81         -909653.4454
2020      09      28      23      44      00            -12196151.9777         13586762.25         -909528.2105
2020      09      28      23      45      00            -12202637.6313         13584979.64         -909402.9044
2020      09      28      23      46      00            -12209122.3309         13583195.96         -909277.5273
